GM12878,E2F4,Single,https://www.encodeproject.org/files/ENCFF960CBP/@@download/ENCFF960CBP.bam,https://www.encodeproject.org/files/ENCFF128GGA/@@download/ENCFF128GGA.bed.gz
GM12878,NR2F1,Paired,https://www.encodeproject.org/files/ENCFF431YXJ/@@download/ENCFF431YXJ.bam,https://www.encodeproject.org/files/ENCFF241KMD/@@download/ENCFF241KMD.bed.gz
GM12878,USF2,Single,https://www.encodeproject.org/files/ENCFF848OVF/@@download/ENCFF848OVF.bam,https://www.encodeproject.org/files/ENCFF023RDZ/@@download/ENCFF023RDZ.bed.gz
GM12878,TBP,Single,https://www.encodeproject.org/files/ENCFF096FSP/@@download/ENCFF096FSP.bam,https://www.encodeproject.org/files/ENCFF113YPN/@@download/ENCFF113YPN.bed.gz
GM12878,ZNF217,Paired,https://www.encodeproject.org/files/ENCFF703YIF/@@download/ENCFF703YIF.bam,https://www.encodeproject.org/files/ENCFF021SAT/@@download/ENCFF021SAT.bed.gz
GM12878,ZBTB33,Single,https://www.encodeproject.org/files/ENCFF643YAD/@@download/ENCFF643YAD.bam,https://www.encodeproject.org/files/ENCFF372FLW/@@download/ENCFF372FLW.bed.gz
GM12878,MYB,Single,https://www.encodeproject.org/files/ENCFF500UBO/@@download/ENCFF500UBO.bam,https://www.encodeproject.org/files/ENCFF431SLO/@@download/ENCFF431SLO.bed.gz
GM12878,NR2C2,Single,https://www.encodeproject.org/files/ENCFF817KGL/@@download/ENCFF817KGL.bam,https://www.encodeproject.org/files/ENCFF973NBX/@@download/ENCFF973NBX.bed.gz
GM12878,PML,Single,https://www.encodeproject.org/files/ENCFF356TGQ/@@download/ENCFF356TGQ.bam,https://www.encodeproject.org/files/ENCFF001TYF/@@download/ENCFF001TYF.bed.gz
GM12878,ZNF687,Paired,https://www.encodeproject.org/files/ENCFF808DKU/@@download/ENCFF808DKU.bam,https://www.encodeproject.org/files/ENCFF348CSG/@@download/ENCFF348CSG.bed.gz
GM12878,KLF5,Paired,https://www.encodeproject.org/files/ENCFF526WJF/@@download/ENCFF526WJF.bam,https://www.encodeproject.org/files/ENCFF219UCA/@@download/ENCFF219UCA.bed.gz
GM12878,YY1,Single,https://www.encodeproject.org/files/ENCFF481GPP/@@download/ENCFF481GPP.bam,https://www.encodeproject.org/files/ENCFF047WZX/@@download/ENCFF047WZX.bed.gz
GM12878,ZZZ3,Single,https://www.encodeproject.org/files/ENCFF540GCE/@@download/ENCFF540GCE.bam,https://www.encodeproject.org/files/ENCFF063ECO/@@download/ENCFF063ECO.bed.gz
GM12878,HDAC2,Single,https://www.encodeproject.org/files/ENCFF909TCN/@@download/ENCFF909TCN.bam,https://www.encodeproject.org/files/ENCFF080QIA/@@download/ENCFF080QIA.bed.gz
GM12878,TCF7,Single,https://www.encodeproject.org/files/ENCFF856LVF/@@download/ENCFF856LVF.bam,https://www.encodeproject.org/files/ENCFF925ZGX/@@download/ENCFF925ZGX.bed.gz
GM12878,EP300,Single,https://www.encodeproject.org/files/ENCFF344EBI/@@download/ENCFF344EBI.bam,https://www.encodeproject.org/files/ENCFF429WXC/@@download/ENCFF429WXC.bed.gz
GM12878,RUNX3,Single,https://www.encodeproject.org/files/ENCFF102ABY/@@download/ENCFF102ABY.bam,https://www.encodeproject.org/files/ENCFF670DLM/@@download/ENCFF670DLM.bed.gz
GM12878,MXI1,Single,https://www.encodeproject.org/files/ENCFF128IWG/@@download/ENCFF128IWG.bam,https://www.encodeproject.org/files/ENCFF711VHK/@@download/ENCFF711VHK.bed.gz
GM12878,TBL1XR1,Single,https://www.encodeproject.org/files/ENCFF644ZOB/@@download/ENCFF644ZOB.bam,https://www.encodeproject.org/files/ENCFF453YFD/@@download/ENCFF453YFD.bed.gz
GM12878,SMAD1,Paired,https://www.encodeproject.org/files/ENCFF575SRZ/@@download/ENCFF575SRZ.bam,https://www.encodeproject.org/files/ENCFF916SIZ/@@download/ENCFF916SIZ.bed.gz
GM12878,CREM,Single,https://www.encodeproject.org/files/ENCFF045MGB/@@download/ENCFF045MGB.bam,https://www.encodeproject.org/files/ENCFF874IMP/@@download/ENCFF874IMP.bed.gz
GM12878,H3K4me3,Single,https://www.encodeproject.org/files/ENCFF576LOX/@@download/ENCFF576LOX.bam,https://www.encodeproject.org/files/ENCFF253TVS/@@download/ENCFF253TVS.bed.gz
GM12878,HCFC1,Single,https://www.encodeproject.org/files/ENCFF102UZW/@@download/ENCFF102UZW.bam,https://www.encodeproject.org/files/ENCFF750GSF/@@download/ENCFF750GSF.bed.gz
GM12878,KDM1A,Single,https://www.encodeproject.org/files/ENCFF480CIF/@@download/ENCFF480CIF.bam,https://www.encodeproject.org/files/ENCFF385GVM/@@download/ENCFF385GVM.bed.gz
GM12878,USF1,Single,https://www.encodeproject.org/files/ENCFF845IBA/@@download/ENCFF845IBA.bam,https://www.encodeproject.org/files/ENCFF083HDR/@@download/ENCFF083HDR.bed.gz
GM12878,IKZF1,Paired,https://www.encodeproject.org/files/ENCFF778KDH/@@download/ENCFF778KDH.bam,https://www.encodeproject.org/files/ENCFF963HCJ/@@download/ENCFF963HCJ.bed.gz
GM12878,POLR2A,Single,https://www.encodeproject.org/files/ENCFF726CVN/@@download/ENCFF726CVN.bam,https://www.encodeproject.org/files/ENCFF591LRS/@@download/ENCFF591LRS.bed.gz
GM12878,SMARCA5,Paired,https://www.encodeproject.org/files/ENCFF271DGV/@@download/ENCFF271DGV.bam,https://www.encodeproject.org/files/ENCFF552GWT/@@download/ENCFF552GWT.bed.gz
GM12878,CHD4,Single,https://www.encodeproject.org/files/ENCFF136DQN/@@download/ENCFF136DQN.bam,https://www.encodeproject.org/files/ENCFF593OVL/@@download/ENCFF593OVL.bed.gz
GM12878,NFXL1,Paired,https://www.encodeproject.org/files/ENCFF771QRJ/@@download/ENCFF771QRJ.bam,https://www.encodeproject.org/files/ENCFF044ASF/@@download/ENCFF044ASF.bed.gz
GM12878,ZSCAN29,Paired,https://www.encodeproject.org/files/ENCFF685TVP/@@download/ENCFF685TVP.bam,https://www.encodeproject.org/files/ENCFF306UPG/@@download/ENCFF306UPG.bed.gz
GM12878,BHLHE40,Single,https://www.encodeproject.org/files/ENCFF175DHS/@@download/ENCFF175DHS.bam,https://www.encodeproject.org/files/ENCFF909EYB/@@download/ENCFF909EYB.bed.gz
GM12878,ZNF143,Paired,https://www.encodeproject.org/files/ENCFF587PAV/@@download/ENCFF587PAV.bam,https://www.encodeproject.org/files/ENCFF648GNP/@@download/ENCFF648GNP.bed.gz
GM12878,SPI1,Single,https://www.encodeproject.org/files/ENCFF829GYW/@@download/ENCFF829GYW.bam,https://www.encodeproject.org/files/ENCFF297PGR/@@download/ENCFF297PGR.bed.gz
GM12878,EED,Single,https://www.encodeproject.org/files/ENCFF219DUV/@@download/ENCFF219DUV.bam,https://www.encodeproject.org/files/ENCFF050FWJ/@@download/ENCFF050FWJ.bed.gz
GM12878,H4K20me1,Single,https://www.encodeproject.org/files/ENCFF379ZAB/@@download/ENCFF379ZAB.bam,https://www.encodeproject.org/files/ENCFF573ZGU/@@download/ENCFF573ZGU.bed.gz
GM12878,PKNOX1,Paired,https://www.encodeproject.org/files/ENCFF627EOF/@@download/ENCFF627EOF.bam,https://www.encodeproject.org/files/ENCFF583BIS/@@download/ENCFF583BIS.bed.gz
GM12878,TBX21,Paired,https://www.encodeproject.org/files/ENCFF838KAW/@@download/ENCFF838KAW.bam,https://www.encodeproject.org/files/ENCFF902EUL/@@download/ENCFF902EUL.bed.gz
GM12878,SUZ12,Single,https://www.encodeproject.org/files/ENCFF799DYS/@@download/ENCFF799DYS.bam,https://www.encodeproject.org/files/ENCFF982ZRX/@@download/ENCFF982ZRX.bed.gz
GM12878,EZH2,Single,https://www.encodeproject.org/files/ENCFF639DUN/@@download/ENCFF639DUN.bam,https://www.encodeproject.org/files/ENCFF411KUR/@@download/ENCFF411KUR.bed.gz
GM12878,SMC3,Single,https://www.encodeproject.org/files/ENCFF243VQR/@@download/ENCFF243VQR.bam,https://www.encodeproject.org/files/ENCFF027ZKP/@@download/ENCFF027ZKP.bed.gz
GM12878,ATF7,Paired,https://www.encodeproject.org/files/ENCFF312AHI/@@download/ENCFF312AHI.bam,https://www.encodeproject.org/files/ENCFF938MOR/@@download/ENCFF938MOR.bed.gz
GM12878,BMI1,Paired,https://www.encodeproject.org/files/ENCFF963OQY/@@download/ENCFF963OQY.bam,https://www.encodeproject.org/files/ENCFF827JSS/@@download/ENCFF827JSS.bed.gz
GM12878,RB1,Paired,https://www.encodeproject.org/files/ENCFF831TJK/@@download/ENCFF831TJK.bam,https://www.encodeproject.org/files/ENCFF452IKX/@@download/ENCFF452IKX.bed.gz
GM12878,RCOR1,Single,https://www.encodeproject.org/files/ENCFF489JLD/@@download/ENCFF489JLD.bam,https://www.encodeproject.org/files/ENCFF118LBD/@@download/ENCFF118LBD.bed.gz
